#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL23A	TYK2	9606.ENSP00000228534	9606.ENSP00000431885	0	0	0	0	0	0	0.900	0.399	0.937
IL23A	IL23R	9606.ENSP00000228534	9606.ENSP00000321345	0	0	0	0	0.093	0.958	0.900	0.905	0.999
IL23R	IL26	9606.ENSP00000321345	9606.ENSP00000229134	0	0	0	0	0.110	0	0	0.734	0.753
IL23R	IL4	9606.ENSP00000321345	9606.ENSP00000231449	0	0	0	0	0.058	0	0.650	0.747	0.909
IL23R	IL27RA	9606.ENSP00000321345	9606.ENSP00000263379	0	0	0	0	0.062	0	0.540	0.545	0.786
IL23R	STAT3	9606.ENSP00000321345	9606.ENSP00000264657	0	0	0	0	0.086	0	0.900	0.802	0.980
IL23R	IL9	9606.ENSP00000321345	9606.ENSP00000274520	0	0	0	0	0.104	0	0.650	0.476	0.821
IL23R	NOD2	9606.ENSP00000321345	9606.ENSP00000300589	0	0	0	0	0.086	0	0	0.905	0.909
IL23R	IRF5	9606.ENSP00000321345	9606.ENSP00000418037	0	0	0	0	0.057	0.065	0	0.392	0.417
IL23R	STAT1	9606.ENSP00000321345	9606.ENSP00000354394	0	0	0	0	0.106	0	0	0.479	0.514
IL23R	IL4R	9606.ENSP00000321345	9606.ENSP00000379111	0	0	0	0	0.069	0	0	0.565	0.577
IL23R	IL2RA	9606.ENSP00000321345	9606.ENSP00000369293	0	0	0	0	0.104	0	0	0.614	0.639
IL23R	IL6ST	9606.ENSP00000321345	9606.ENSP00000370698	0	0	0	0.559	0.062	0	0	0.645	0.653
IL23R	IRGM	9606.ENSP00000321345	9606.ENSP00000428220	0	0	0	0	0.062	0	0	0.647	0.655
IL23R	IL24	9606.ENSP00000321345	9606.ENSP00000375795	0	0	0	0	0.042	0	0.650	0.290	0.741
IL23R	JAK1	9606.ENSP00000321345	9606.ENSP00000499900	0	0	0	0	0.067	0	0.650	0.400	0.786
IL23R	IL6R	9606.ENSP00000321345	9606.ENSP00000357470	0	0	0	0	0.067	0	0.400	0.670	0.799
IL23R	STAT4	9606.ENSP00000321345	9606.ENSP00000351255	0	0	0	0	0.085	0	0.500	0.822	0.911
IL23R	IL6	9606.ENSP00000321345	9606.ENSP00000385675	0	0	0.240	0	0.089	0	0.650	0.763	0.934
IL23R	TYK2	9606.ENSP00000321345	9606.ENSP00000431885	0	0	0	0	0.086	0	0.800	0.895	0.979
IL24	IL2RB	9606.ENSP00000375795	9606.ENSP00000216223	0	0	0	0	0.098	0	0.650	0.247	0.741
IL24	IL26	9606.ENSP00000375795	9606.ENSP00000229134	0	0	0	0	0.060	0	0	0.824	0.827
IL24	IL4	9606.ENSP00000375795	9606.ENSP00000231449	0	0	0	0	0.086	0	0	0.479	0.503
IL24	IL9R	9606.ENSP00000375795	9606.ENSP00000244174	0	0	0	0	0.062	0	0.650	0.180	0.707
IL24	IL27RA	9606.ENSP00000375795	9606.ENSP00000263379	0	0	0	0	0.063	0	0.650	0.224	0.723
IL24	STAT3	9606.ENSP00000375795	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.677	0.831
IL24	IL9	9606.ENSP00000375795	9606.ENSP00000274520	0	0	0	0	0.045	0	0	0.589	0.590
IL24	STAT1	9606.ENSP00000375795	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.370	0.671
IL24	IL6R	9606.ENSP00000375795	9606.ENSP00000357470	0	0	0	0	0.068	0	0.650	0.276	0.743
IL24	IL2RA	9606.ENSP00000375795	9606.ENSP00000369293	0	0	0	0	0.082	0	0.650	0.224	0.728
IL24	IL6ST	9606.ENSP00000375795	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.146	0.688
IL24	IL6	9606.ENSP00000375795	9606.ENSP00000385675	0	0	0	0	0.181	0	0	0.543	0.610
IL24	PRLR	9606.ENSP00000375795	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IL24	IL5RA	9606.ENSP00000375795	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0.148	0.689
IL24	JAK1	9606.ENSP00000375795	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.547	0.763
IL24	IL4R	9606.ENSP00000375795	9606.ENSP00000379111	0	0	0	0	0.083	0	0.650	0.337	0.768
IL26	IRF5	9606.ENSP00000229134	9606.ENSP00000418037	0	0	0	0	0.055	0	0	0.405	0.414
IL26	IRGM	9606.ENSP00000229134	9606.ENSP00000428220	0	0	0	0	0.109	0	0	0.396	0.439
IL26	IL4	9606.ENSP00000229134	9606.ENSP00000231449	0	0	0	0	0.157	0	0	0.505	0.565
IL26	IL6	9606.ENSP00000229134	9606.ENSP00000385675	0	0	0	0	0.044	0	0	0.640	0.641
IL26	JAK1	9606.ENSP00000229134	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.400	0.687
IL26	TYK2	9606.ENSP00000229134	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.446	0.711
IL26	IL9	9606.ENSP00000229134	9606.ENSP00000274520	0	0	0	0	0.202	0	0	0.657	0.714
IL26	STAT1	9606.ENSP00000229134	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.661	0.823
IL26	STAT3	9606.ENSP00000229134	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.696	0.841
IL27RA	IL2RB	9606.ENSP00000263379	9606.ENSP00000216223	0	0	0	0	0.099	0	0	0.404	0.440
IL27RA	IL4	9606.ENSP00000263379	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.614	0.859
IL27RA	STAT4	9606.ENSP00000263379	9606.ENSP00000351255	0	0	0	0	0.060	0	0	0.446	0.456
IL27RA	IL9	9606.ENSP00000263379	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.224	0.716
IL27RA	STAT3	9606.ENSP00000263379	9606.ENSP00000264657	0	0	0	0	0.044	0	0.500	0.752	0.871
IL27RA	IL6R	9606.ENSP00000263379	9606.ENSP00000357470	0	0	0	0	0.068	0.091	0	0.888	0.897
IL27RA	TYK2	9606.ENSP00000263379	9606.ENSP00000431885	0	0	0	0	0.072	0	0.800	0.639	0.927
IL27RA	IL6	9606.ENSP00000263379	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.844	0.943
IL27RA	JAK1	9606.ENSP00000263379	9606.ENSP00000499900	0	0	0	0	0.042	0.292	0.900	0.720	0.978
IL27RA	STAT1	9606.ENSP00000263379	9606.ENSP00000354394	0	0	0	0	0.042	0.292	0.900	0.800	0.984
IL27RA	IL6ST	9606.ENSP00000263379	9606.ENSP00000370698	0	0	0	0.571	0	0.800	0.800	0.986	0.999
IL2RA	IL2RB	9606.ENSP00000369293	9606.ENSP00000216223	0	0	0	0	0.148	0.851	0.900	0.995	0.999
IL2RA	IL4	9606.ENSP00000369293	9606.ENSP00000231449	0	0	0	0	0.074	0	0.650	0.957	0.984
IL2RA	IL9R	9606.ENSP00000369293	9606.ENSP00000244174	0	0	0	0	0.044	0	0	0.448	0.450
IL2RA	STAT3	9606.ENSP00000369293	9606.ENSP00000264657	0	0	0	0	0.070	0	0	0.649	0.659
IL2RA	IL9	9606.ENSP00000369293	9606.ENSP00000274520	0	0	0	0	0.084	0	0.650	0.730	0.905
IL2RA	STAT4	9606.ENSP00000369293	9606.ENSP00000351255	0	0	0	0	0.145	0	0	0.512	0.564
IL2RA	STAT1	9606.ENSP00000369293	9606.ENSP00000354394	0	0	0	0	0.085	0	0	0.621	0.638
IL2RA	IL6R	9606.ENSP00000369293	9606.ENSP00000357470	0	0	0.384	0	0.104	0	0	0.720	0.831
IL2RA	RELA	9606.ENSP00000369293	9606.ENSP00000384273	0	0	0	0	0	0.292	0	0.258	0.452
IL2RA	IL6ST	9606.ENSP00000369293	9606.ENSP00000370698	0	0	0	0	0.076	0.165	0	0.395	0.492
IL2RA	IL5RA	9606.ENSP00000369293	9606.ENSP00000412209	0	0	0	0	0.049	0	0.400	0.546	0.718
IL2RA	IL4R	9606.ENSP00000369293	9606.ENSP00000379111	0	0	0	0	0.057	0	0	0.747	0.751
IL2RA	TYK2	9606.ENSP00000369293	9606.ENSP00000431885	0	0	0	0	0.060	0	0.650	0.420	0.792
IL2RA	IL6	9606.ENSP00000369293	9606.ENSP00000385675	0	0	0	0	0.074	0	0.650	0.869	0.953
IL2RA	JAK1	9606.ENSP00000369293	9606.ENSP00000499900	0	0	0	0	0.068	0	0.900	0.790	0.978
IL2RB	IRF5	9606.ENSP00000216223	9606.ENSP00000418037	0	0	0	0	0.121	0	0	0.446	0.493
IL2RB	STAT1	9606.ENSP00000216223	9606.ENSP00000354394	0	0	0	0	0.085	0.292	0	0.355	0.545
IL2RB	IL6ST	9606.ENSP00000216223	9606.ENSP00000370698	0	0	0	0	0.074	0	0	0.543	0.558
IL2RB	STAT4	9606.ENSP00000216223	9606.ENSP00000351255	0	0	0	0	0.344	0	0	0.428	0.609
IL2RB	IL6R	9606.ENSP00000216223	9606.ENSP00000357470	0	0	0	0	0.064	0	0	0.619	0.628
IL2RB	TYK2	9606.ENSP00000216223	9606.ENSP00000431885	0	0	0	0	0.074	0	0.650	0.301	0.754
IL2RB	IL4R	9606.ENSP00000216223	9606.ENSP00000379111	0	0	0.212	0	0.072	0	0	0.774	0.820
IL2RB	IL9	9606.ENSP00000216223	9606.ENSP00000274520	0	0	0	0	0.043	0	0.650	0.554	0.837
IL2RB	IL5RA	9606.ENSP00000216223	9606.ENSP00000412209	0	0	0.232	0	0.044	0	0.400	0.703	0.851
IL2RB	IL6	9606.ENSP00000216223	9606.ENSP00000385675	0	0	0	0	0.056	0	0.650	0.608	0.859
IL2RB	STAT3	9606.ENSP00000216223	9606.ENSP00000264657	0	0	0	0	0.047	0.292	0.500	0.663	0.871
IL2RB	IL4	9606.ENSP00000216223	9606.ENSP00000231449	0	0	0	0	0.060	0	0.650	0.767	0.916
IL2RB	JAK1	9606.ENSP00000216223	9606.ENSP00000499900	0	0	0	0	0.126	0.833	0.900	0.928	0.998
IL37	IL4	9606.ENSP00000263326	9606.ENSP00000231449	0	0	0	0	0.044	0	0	0.475	0.476
IL37	NLRP3	9606.ENSP00000263326	9606.ENSP00000337383	0	0	0	0	0	0	0	0.435	0.435
IL37	IL6	9606.ENSP00000263326	9606.ENSP00000385675	0	0	0	0	0.055	0	0	0.677	0.682
IL37	STAT3	9606.ENSP00000263326	9606.ENSP00000264657	0	0	0	0	0.044	0	0.500	0.400	0.688
IL4	IRGM	9606.ENSP00000231449	9606.ENSP00000428220	0	0	0	0	0.195	0	0	0.298	0.411
IL4	NOD2	9606.ENSP00000231449	9606.ENSP00000300589	0	0	0	0	0.048	0	0	0.507	0.510
IL4	LGALS3	9606.ENSP00000231449	9606.ENSP00000254301	0	0	0	0	0.053	0	0	0.506	0.512
IL4	NLRP3	9606.ENSP00000231449	9606.ENSP00000337383	0	0	0	0	0.048	0	0	0.543	0.546
IL4	IRF5	9606.ENSP00000231449	9606.ENSP00000418037	0	0	0	0	0.055	0.112	0	0.569	0.607
IL4	RELA	9606.ENSP00000231449	9606.ENSP00000384273	0	0	0	0	0	0.045	0	0.643	0.644
IL4	PRLR	9606.ENSP00000231449	9606.ENSP00000482954	0	0	0	0	0.087	0	0.650	0.125	0.695
IL4	IL6ST	9606.ENSP00000231449	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.348	0.762
IL4	STAT4	9606.ENSP00000231449	9606.ENSP00000351255	0	0	0	0	0.042	0	0	0.773	0.773
IL4	TYK2	9606.ENSP00000231449	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.705	0.846
IL4	IL9R	9606.ENSP00000231449	9606.ENSP00000244174	0	0	0	0	0.042	0	0.650	0.617	0.860
IL4	STAT1	9606.ENSP00000231449	9606.ENSP00000354394	0	0	0	0	0	0	0	0.891	0.891
IL4	IL6R	9606.ENSP00000231449	9606.ENSP00000357470	0	0	0	0	0	0	0.650	0.741	0.905
IL4	STAT3	9606.ENSP00000231449	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.848	0.920
IL4	IL5RA	9606.ENSP00000231449	9606.ENSP00000412209	0	0	0	0	0.224	0	0.650	0.802	0.941
IL4	IL6	9606.ENSP00000231449	9606.ENSP00000385675	0	0	0	0	0.044	0	0.400	0.978	0.986
IL4	IL9	9606.ENSP00000231449	9606.ENSP00000274520	0	0	0	0	0.243	0	0	0.996	0.996
IL4	JAK1	9606.ENSP00000231449	9606.ENSP00000499900	0	0	0	0	0	0	0.900	0.978	0.997
IL4	IL4R	9606.ENSP00000231449	9606.ENSP00000379111	0	0	0	0	0	0.999	0.900	0.999	0.999
IL4R	IL9R	9606.ENSP00000379111	9606.ENSP00000244174	0	0	0	0	0.048	0	0	0.507	0.510
IL4R	STAT3	9606.ENSP00000379111	9606.ENSP00000264657	0	0	0	0	0.111	0.096	0.500	0.581	0.809
IL4R	IL9	9606.ENSP00000379111	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.793	0.924
IL4R	STAT4	9606.ENSP00000379111	9606.ENSP00000351255	0	0	0	0	0.098	0.096	0	0.413	0.479
IL4R	STAT1	9606.ENSP00000379111	9606.ENSP00000354394	0	0	0	0	0.100	0.096	0.500	0.519	0.778
IL4R	IL6R	9606.ENSP00000379111	9606.ENSP00000357470	0	0	0	0	0.100	0	0	0.817	0.828
IL4R	IL5RA	9606.ENSP00000379111	9606.ENSP00000412209	0	0	0	0	0	0	0	0.763	0.763
IL4R	TYK2	9606.ENSP00000379111	9606.ENSP00000431885	0	0	0	0	0.067	0.220	0.650	0.662	0.902
IL4R	IL6	9606.ENSP00000379111	9606.ENSP00000385675	0	0	0	0	0.124	0	0.650	0.811	0.937
IL4R	JAK1	9606.ENSP00000379111	9606.ENSP00000499900	0	0	0	0	0.056	0.624	0.900	0.993	0.999
IL5RA	IL9R	9606.ENSP00000412209	9606.ENSP00000244174	0	0	0	0	0.060	0	0	0.402	0.413
IL5RA	IL9	9606.ENSP00000412209	9606.ENSP00000274520	0	0	0	0	0.089	0	0.650	0.436	0.804
IL5RA	IL6R	9606.ENSP00000412209	9606.ENSP00000357470	0	0	0	0	0.106	0	0	0.715	0.734
IL5RA	IL6ST	9606.ENSP00000412209	9606.ENSP00000370698	0	0	0	0	0	0	0	0.482	0.482
IL5RA	IL6	9606.ENSP00000412209	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.349	0.762
IL5RA	TYK2	9606.ENSP00000412209	9606.ENSP00000431885	0	0	0	0	0.062	0	0.650	0.202	0.715
IL5RA	JAK1	9606.ENSP00000412209	9606.ENSP00000499900	0	0	0	0	0.083	0.292	0.650	0.331	0.827
IL6	RIPK2	9606.ENSP00000385675	9606.ENSP00000220751	0	0	0	0	0.167	0	0	0.475	0.544
IL6	IL9R	9606.ENSP00000385675	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.236	0.721
IL6	LGALS3	9606.ENSP00000385675	9606.ENSP00000254301	0	0	0	0	0.064	0	0	0.762	0.768
IL6	STAT3	9606.ENSP00000385675	9606.ENSP00000264657	0	0	0	0	0.102	0.095	0.500	0.965	0.984
IL6	IL9	9606.ENSP00000385675	9606.ENSP00000274520	0	0	0	0	0.044	0	0	0.990	0.990
IL6	NOD2	9606.ENSP00000385675	9606.ENSP00000300589	0	0	0	0	0.097	0	0	0.793	0.805
IL6	NLRP3	9606.ENSP00000385675	9606.ENSP00000337383	0	0	0	0	0.155	0	0	0.841	0.860
IL6	STAT4	9606.ENSP00000385675	9606.ENSP00000351255	0	0	0	0	0.102	0.087	0	0.844	0.861
IL6	STAT1	9606.ENSP00000385675	9606.ENSP00000354394	0	0	0	0	0.110	0.087	0.500	0.941	0.972
IL6	IL6R	9606.ENSP00000385675	9606.ENSP00000357470	0	0	0	0	0.082	0.988	0.900	0.999	0.999
IL6	UBQLN1	9606.ENSP00000385675	9606.ENSP00000365576	0	0	0	0	0.061	0	0	0.393	0.406
IL6	IL6ST	9606.ENSP00000385675	9606.ENSP00000370698	0	0	0	0	0.060	0.982	0.900	0.997	0.999
IL6	RELA	9606.ENSP00000385675	9606.ENSP00000384273	0	0	0	0	0.108	0.292	0.900	0.816	0.986
IL6	VIM	9606.ENSP00000385675	9606.ENSP00000446007	0	0	0	0	0.124	0	0	0.447	0.495
IL6	IRF5	9606.ENSP00000385675	9606.ENSP00000418037	0	0	0	0	0.105	0	0	0.595	0.622
IL6	PRLR	9606.ENSP00000385675	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.222	0.716
IL6	TYK2	9606.ENSP00000385675	9606.ENSP00000431885	0	0	0	0	0.104	0	0.500	0.972	0.986
IL6	JAK1	9606.ENSP00000385675	9606.ENSP00000499900	0	0	0	0	0.077	0.224	0.900	0.960	0.996
IL6R	STAT3	9606.ENSP00000357470	9606.ENSP00000264657	0	0	0	0	0.131	0.292	0.900	0.902	0.993
IL6R	IL9	9606.ENSP00000357470	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.377	0.772
IL6R	STAT1	9606.ENSP00000357470	9606.ENSP00000354394	0	0	0	0	0.096	0	0.500	0.575	0.791
IL6R	TYK2	9606.ENSP00000357470	9606.ENSP00000431885	0	0	0	0	0.085	0	0.650	0.892	0.962
IL6R	JAK1	9606.ENSP00000357470	9606.ENSP00000499900	0	0	0	0	0.130	0.292	0.900	0.800	0.986
IL6R	IL6ST	9606.ENSP00000357470	9606.ENSP00000370698	0	0	0	0.563	0.079	0.950	0.900	0.988	0.999
IL6ST	STAT3	9606.ENSP00000370698	9606.ENSP00000264657	0	0	0	0	0.072	0.292	0.900	0.900	0.992
IL6ST	IL9	9606.ENSP00000370698	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.223	0.716
IL6ST	STAT4	9606.ENSP00000370698	9606.ENSP00000351255	0	0	0	0	0.042	0	0.500	0.324	0.647
IL6ST	STAT1	9606.ENSP00000370698	9606.ENSP00000354394	0	0	0	0	0.063	0.370	0.500	0.783	0.927
IL6ST	TYK2	9606.ENSP00000370698	9606.ENSP00000431885	0	0	0	0	0	0.292	0.650	0.823	0.952
IL6ST	JAK1	9606.ENSP00000370698	9606.ENSP00000499900	0	0	0	0	0.125	0.837	0.900	0.932	0.998
IL9	IL9R	9606.ENSP00000274520	9606.ENSP00000244174	0	0	0	0	0.043	0.975	0.900	0.968	0.999
IL9	STAT3	9606.ENSP00000274520	9606.ENSP00000264657	0	0	0	0	0.086	0.074	0.500	0.699	0.855
IL9	STAT4	9606.ENSP00000274520	9606.ENSP00000351255	0	0	0	0	0.056	0.074	0	0.414	0.443
IL9	TYK2	9606.ENSP00000274520	9606.ENSP00000431885	0	0	0	0	0	0	0	0.474	0.474
IL9	PRLR	9606.ENSP00000274520	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.045	0.651
IL9	STAT1	9606.ENSP00000274520	9606.ENSP00000354394	0	0	0	0	0.083	0.074	0.500	0.765	0.886
IL9	JAK1	9606.ENSP00000274520	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.939	0.968
IL9R	STAT1	9606.ENSP00000244174	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.228	0.597
IL9R	STAT3	9606.ENSP00000244174	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.251	0.609
IL9R	TYK2	9606.ENSP00000244174	9606.ENSP00000431885	0	0	0	0	0.058	0	0.650	0.146	0.693
IL9R	JAK1	9606.ENSP00000244174	9606.ENSP00000499900	0	0	0	0	0	0.292	0.900	0.264	0.943
INAVA	SGF29	9606.ENSP00000392105	9606.ENSP00000316114	0	0	0	0	0	0.444	0	0	0.444
INAVA	TRIM27	9606.ENSP00000392105	9606.ENSP00000366404	0	0	0	0	0	0.231	0	0.450	0.559
IRF5	STAT3	9606.ENSP00000418037	9606.ENSP00000264657	0	0	0	0	0.082	0	0	0.464	0.487
IRF5	NOD2	9606.ENSP00000418037	9606.ENSP00000300589	0	0	0	0	0.171	0	0	0.476	0.547
IRF5	STAT4	9606.ENSP00000418037	9606.ENSP00000351255	0	0	0	0	0.064	0	0	0.859	0.863
IRF5	STAT1	9606.ENSP00000418037	9606.ENSP00000354394	0	0	0	0	0.099	0	0.500	0.781	0.892
IRF5	RELA	9606.ENSP00000418037	9606.ENSP00000384273	0	0	0	0	0.086	0.328	0	0.390	0.593
IRF5	JAK1	9606.ENSP00000418037	9606.ENSP00000499900	0	0	0	0	0.068	0.094	0	0.384	0.435
IRF5	TYK2	9606.ENSP00000418037	9606.ENSP00000431885	0	0	0	0	0.117	0.094	0	0.810	0.834
IRGM	NOD2	9606.ENSP00000428220	9606.ENSP00000300589	0	0	0	0	0.047	0.292	0	0.861	0.898
IRGM	NLRP3	9606.ENSP00000428220	9606.ENSP00000337383	0	0	0	0	0.043	0	0	0.599	0.599
IRGM	STAT1	9606.ENSP00000428220	9606.ENSP00000354394	0	0	0	0	0.109	0	0	0.403	0.445
JAK1	STAT3	9606.ENSP00000499900	9606.ENSP00000264657	0	0	0	0	0.184	0.839	0.900	0.999	0.999
JAK1	NLRP3	9606.ENSP00000499900	9606.ENSP00000337383	0	0	0	0	0.063	0.100	0	0.365	0.417
JAK1	STAT4	9606.ENSP00000499900	9606.ENSP00000351255	0	0	0	0	0.120	0.285	0.900	0.845	0.988
JAK1	STAT1	9606.ENSP00000499900	9606.ENSP00000354394	0	0	0	0	0.091	0.875	0.900	0.999	0.999
JAK1	RELA	9606.ENSP00000499900	9606.ENSP00000384273	0	0	0	0	0.115	0.098	0	0.403	0.482
JAK1	TYK2	9606.ENSP00000499900	9606.ENSP00000431885	0	0	0.070	0.923	0.049	0.292	0.900	0.983	0.998
JAK1	PRLR	9606.ENSP00000499900	9606.ENSP00000482954	0	0	0	0	0	0.065	0.800	0.485	0.895
LGALS3	STAT3	9606.ENSP00000254301	9606.ENSP00000264657	0	0	0	0	0.055	0	0	0.440	0.449
LGALS3	VIM	9606.ENSP00000254301	9606.ENSP00000446007	0	0	0	0	0.150	0.292	0	0.661	0.778
NLRP3	RIPK2	9606.ENSP00000337383	9606.ENSP00000220751	0	0	0	0	0.070	0.100	0	0.848	0.861
NLRP3	STAT3	9606.ENSP00000337383	9606.ENSP00000264657	0	0	0	0	0.047	0.045	0	0.553	0.558
NLRP3	NOD2	9606.ENSP00000337383	9606.ENSP00000300589	0	0	0	0.571	0.162	0	0	0.621	0.669
NLRP3	STAT1	9606.ENSP00000337383	9606.ENSP00000354394	0	0	0	0	0.062	0.045	0	0.517	0.530
NLRP3	RELA	9606.ENSP00000337383	9606.ENSP00000384273	0	0	0	0	0.049	0.099	0.900	0.353	0.937
NOD2	RIPK2	9606.ENSP00000300589	9606.ENSP00000220751	0	0	0	0	0.134	0.883	0.900	0.999	0.999
NOD2	STAT3	9606.ENSP00000300589	9606.ENSP00000264657	0	0	0	0	0.100	0	0	0.478	0.510
NOD2	STAT1	9606.ENSP00000300589	9606.ENSP00000354394	0	0	0	0	0.146	0	0	0.435	0.496
NOD2	TRIM27	9606.ENSP00000300589	9606.ENSP00000366404	0	0	0	0	0.058	0.311	0	0.381	0.563
NOD2	RELA	9606.ENSP00000300589	9606.ENSP00000384273	0	0	0	0	0.112	0.331	0	0.370	0.594
NOD2	VIM	9606.ENSP00000300589	9606.ENSP00000446007	0	0	0	0	0.099	0.625	0	0.085	0.663
OPTN	RB1CC1	9606.ENSP00000368022	9606.ENSP00000025008	0	0	0	0	0.074	0.926	0	0.583	0.969
OPTN	VCP	9606.ENSP00000368022	9606.ENSP00000351777	0	0	0	0	0.047	0.213	0	0.762	0.805
OPTN	UBQLN1	9606.ENSP00000368022	9606.ENSP00000365576	0	0	0	0	0.086	0.365	0	0.595	0.744
PRLR	STAT3	9606.ENSP00000482954	9606.ENSP00000264657	0	0	0	0	0	0.091	0.500	0.352	0.679
PRLR	STAT1	9606.ENSP00000482954	9606.ENSP00000354394	0	0	0	0	0	0.091	0.500	0.444	0.725
PRLR	TYK2	9606.ENSP00000482954	9606.ENSP00000431885	0	0	0	0	0	0.065	0.650	0.195	0.713
RAB33A	RAB33B	9606.ENSP00000257017	9606.ENSP00000306496	0	0	0.063	0.954	0	0.584	0.750	0.084	0.898
RAB33B	RB1CC1	9606.ENSP00000306496	9606.ENSP00000025008	0	0	0	0	0.098	0	0	0.390	0.426
RB1CC1	TRIM27	9606.ENSP00000025008	9606.ENSP00000366404	0	0	0	0	0	0.143	0	0.354	0.422
RELA	RIPK2	9606.ENSP00000384273	9606.ENSP00000220751	0	0	0	0	0.135	0.098	0	0.582	0.646
RELA	TRIM28	9606.ENSP00000384273	9606.ENSP00000253024	0	0	0	0	0.189	0.071	0	0.344	0.462
RELA	STAT3	9606.ENSP00000384273	9606.ENSP00000264657	0	0	0	0	0.171	0.793	0	0.959	0.992
RELA	STAT1	9606.ENSP00000384273	9606.ENSP00000354394	0	0	0	0	0.118	0.411	0	0.760	0.864
RELA	TYK2	9606.ENSP00000384273	9606.ENSP00000431885	0	0	0	0	0.157	0.098	0	0.312	0.431
RIPK2	STAT1	9606.ENSP00000220751	9606.ENSP00000354394	0	0	0	0	0.160	0.096	0	0.327	0.444
SGTA	UBQLN1	9606.ENSP00000221566	9606.ENSP00000365576	0	0	0	0	0.157	0.109	0	0.348	0.468
SGTA	VCP	9606.ENSP00000221566	9606.ENSP00000351777	0	0	0	0	0.096	0.076	0	0.450	0.500
STAT1	TRIM28	9606.ENSP00000354394	9606.ENSP00000253024	0	0	0	0	0.047	0.510	0	0.234	0.611
STAT1	STAT3	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0.064	0.947	0.192	0.874	0.900	0.982	0.999
STAT1	STAT4	9606.ENSP00000354394	9606.ENSP00000351255	0	0	0.066	0.943	0.081	0.535	0.900	0.888	0.994
STAT1	VIM	9606.ENSP00000354394	9606.ENSP00000446007	0	0	0	0	0.088	0	0.400	0.266	0.564
STAT1	TYK2	9606.ENSP00000354394	9606.ENSP00000431885	0	0	0	0	0.093	0.472	0.900	0.953	0.997
STAT3	TRIM28	9606.ENSP00000264657	9606.ENSP00000253024	0	0	0	0	0.061	0.292	0	0.301	0.494
STAT3	VIM	9606.ENSP00000264657	9606.ENSP00000446007	0	0	0	0	0.076	0	0.500	0.653	0.826
STAT3	STAT4	9606.ENSP00000264657	9606.ENSP00000351255	0	0	0.063	0.933	0.069	0	0.900	0.735	0.973
STAT3	TYK2	9606.ENSP00000264657	9606.ENSP00000431885	0	0	0	0	0.107	0.285	0.900	0.959	0.997
STAT4	TYK2	9606.ENSP00000351255	9606.ENSP00000431885	0	0	0	0	0.065	0.285	0.650	0.900	0.973
TRIM27	TRIM28	9606.ENSP00000366404	9606.ENSP00000253024	0	0	0	0	0.127	0	0	0.759	0.781
UBQLN1	VCP	9606.ENSP00000365576	9606.ENSP00000351777	0	0	0	0	0.263	0.496	0	0.843	0.936
VCP	VIM	9606.ENSP00000351777	9606.ENSP00000446007	0	0	0	0	0.044	0.140	0	0.753	0.779
